"","KH","ATTITUDE_ENG.5","INTEREST_ENG.5","CLASSMATERELATION.5","CAMPUS_CONDITION.5","SATISIFACTION_LEARNING_MATH.5","STRATEGY_MATH.5","THR_MATH_NEW.5","PISA_12_ST81_ENG.5","THR_ENG_NEW.5","HOMEWOK_CORR_MATH","STRATEGE_ENG.5","SATISIFACTION_LEARNING_ENG.5","HOMEWOK_CORR_ENG.5","STUDYINTEREST_MATH.5","STEP_CLASSMATERELATION.5","PISA_12_ST81_MATH.5","MATH_ENG_STRESS_5","MANNERS.5","SOCIAL_MORALS.5","HARD_WORK.5","MP_ADD_5","SOLIDARITY_FRIENDSHIP.5","MORAL_DUTY.5","THRIFTY.5","AWARE.5","SENSE_HONOR.5","GRA_GEOMETRY.5","SELF_PROTECTION.5","ENG_LEVEL_5","ENG5","ENG_LEVE5_KNOWLEDGE_T1","ENG_LEVE5_KNOWLEDGE_T2","MATH_LEVE5_KNOWLEDGE_T1","MATH_LEVE5_KNOWLEDGE_T2","MATH5","MATH_LEVE5_THINKING_T2","MATH_LEVE5_THINKING_T1","ATTITUDE_ENG.9","INTEREST_ENG.9","CLASSMATERELATION.9","STUDYINTEREST_MATH.9","CAMPUS_CONDITION.9","STUDYATTITUDE_MATH_9","SATISIFACTION_LEARNING_MATH.9","STRATEGY_MATH.9","DISCLIMA","THR_MATH_NEW.9","PISA_12_ST81_ENG.9","THR_ENG_NEW.9","SATISIFACTION_LEARNING_ENG.9","STRATEGE_ENG.9","HOMEWOK_CORR_ENG.9","STEP_CLASSMATERELATION.9","PISA_12_ST81_MATH.9","MATH_ENG_STRESS_9","MANNERS.9","SOCIAL_MORALS.9","SENSE_HONOR.9","HARD_WORK.9","SOLIDARITY_FRIENDSHIP.9","MORAL_DUTY.9","THRIFTY.9","AWARE.9","MP_ADD_9","GRA_GEOMETRY.9","SELF_PROTECTION.9","ENG_LEVE9_KNOWLEDGE_T1","ENG_LEVE9_KNOWLEDGE_T2","ENG9","ENG_LEVEL_9","MATH9","MATH_LEVE9_THINKING_T1","MATH_LEVE9_THINKING_T2","MATH_LEVE9_KNOWLEDGE_T1","MATH_LEVE9_KNOWLEDGE_T2"
"296",1052070134,458.53,458.77,522.64,441.04,478.61,495.86,504.06,579.41,534.49,503.54,479.58,503.13,478.05,392.83,3,438.11,447.47,407.35,396.68,539.29,489.25,310.27,405.74,378.56,435.51,574.26,488.67,549.59,1,415.28,400.45,461.34,437.22,476.81,488.24,497.67,447.67,594.11,657.93,684.68,697.85,694.1,636.29,713.64,686.21,601.97,677,661.81,627.57,610.54,694.41,512.44,NA,669.69,449.77,603.06,635.19,647.35,526.64,554.58,547.54,583.73,627.39,360.37,507.67,551.69,656.73,545.51,589.69,3,640.72,681.35,468.67,652.86,588.4
"297",1052070135,387.73,486.39,481.05,441.04,478.61,381.77,428.4,496.59,383.63,468.75,456.01,434.01,529.65,463.26,3,418.22,492.26,435.74,434.44,331.27,491.495,493.63,511.67,486.37,524.36,620.1,488.67,549.59,2,512.3,520.18,507.16,355.58,499.94,449.69,513.74,532.7,447.75,400.91,514.52,475.7,492.97,420.46,529.45,480.94,512.43,405.21,481.84,395.31,347.93,470.11,415.24,3,449.95,538.63,480.1,439.21,647.35,398.01,595.82,434.13,396.69,430.43,452.6,668.84,551.69,550.46,557.39,556.64,3,618.68,594.28,525.72,639.27,603.85
"298",1052070136,198.04,273.45,588.3,538.65,691.82,707.23,183.14,346.14,261.72,410.06,396.86,680.87,682.82,654.86,4,287.8,447.47,435.74,375.8,670.61,406.95,440.39,418.45,580.19,510.91,634.15,420.08,549.59,1,353.33,379.42,339.38,621.62,527.94,546.17,534.85,505.72,594.11,544.23,419.44,628.6,592.64,544.52,590.92,530.55,397.71,445.59,569.01,527.49,522.09,534.71,483.25,2,427.65,609.34,525.23,462.3,534.92,421.87,554.58,453.63,583.73,579.75,440.48,507.67,551.69,622.48,614.53,607.79,4,645.48,580.9,702.33,601.02,657.71
"299",1052070137,586.23,434.5,481.05,538.65,509.82,601.41,541.37,457.13,534.49,410.06,479.58,378.99,529.65,555.37,3,418.22,564.56,674.68,659.91,375.78,416.62,621.46,647.25,435.31,656.1,574.26,NA,549.59,1,373.47,384.26,375.35,496.36,627.76,537.34,380.88,503.14,594.11,617.92,620.76,500.77,422.31,460.4,496.39,465.17,512.43,469.42,418.38,556.51,637.22,555.21,458.32,4,501.49,449.77,417.76,418.31,443.33,376.43,420.07,365.49,374.65,505.2,545.24,430.75,551.69,663.23,716.14,635.6,4,558.71,464.6,503.3,448.55,552
"300",1052070138,378.78,389.93,481.05,481.7,449.28,460.49,428.4,422.83,466.79,547.03,456.01,434.01,617.38,392.83,3,418.22,447.47,420.98,489.73,315.59,310.71,440.39,432.34,378.56,510.91,398.66,578.91,549.59,2,467.54,456.61,514.05,407.11,470.83,397.4,425.3,525.62,594.11,657.93,684.68,697.85,694.1,636.29,713.64,731.12,601.97,633.71,661.81,668.11,698.3,638.86,668.21,NA,669.69,538.63,736.16,687.21,647.35,667.44,638.41,679.01,707.61,667.99,311.39,574.73,551.69,662.84,721.32,692.87,4,606.85,608.86,567.61,651.81,573.81
"301",1052070139,517.63,567.66,428.03,481.7,330.58,495.86,474.64,NA,NA,503.54,440.26,434.01,437.47,415.22,2,399.31,447.47,338.85,317.27,415,407.57,465.42,371.59,409.8,435.51,385.15,483.39,549.59,1,414.69,447.2,374.25,366.49,408.65,357,396.4,425.35,594.11,578.24,334.36,500.77,439.49,460.4,382.65,513.41,397.71,555.81,506.91,556.51,582.32,577.99,549.36,1,406.83,538.63,398.41,516.49,497.55,482.74,452.18,547.54,583.73,505.2,184.54,458.44,551.69,663.23,576.31,616.35,4,626.96,608.73,565.06,579.85,657.71
"302",1052070140,517.63,520.31,663.73,636.77,584.42,650.77,428.4,658.28,436.28,503.54,585.09,589.16,617.38,654.86,4,551.98,630.04,394.66,434.44,670.61,347.46,395.89,360.78,580.19,435.51,574.26,548.03,549.59,2,485.22,500.15,461.34,496.98,511.16,461.24,513.39,508.17,594.11,649.03,684.68,526.86,654.64,590.99,560.57,645.14,601.97,633.71,613.68,627.57,522.09,569.97,543.24,NA,569.91,564.62,682.35,687.21,647.35,526.64,638.41,626.76,707.61,667.99,311.39,574.73,551.69,656.73,722.27,734.8,4,695.56,662.44,624.7,715.76,601.33
"303",1052070141,552.81,621.79,451.28,636.77,478.61,566.63,428.4,601.18,470.36,503.54,555.92,503.13,565.14,654.86,2,551.98,548.15,674.68,659.91,670.61,215.92,621.46,647.25,633.59,551.24,574.26,548.03,549.59,3,614.49,631.87,607.1,437.22,407.12,416.7,391.77,405.08,594.11,657.93,684.68,552.47,592.64,544.52,529.45,568.21,601.97,495.98,661.81,668.11,664.81,638.86,603.09,NA,669.69,616.53,603.06,586.74,534.92,667.44,554.58,547.54,503.97,627.39,184.54,552.71,551.69,550.46,584.32,611.59,4,470.55,495.88,565.11,461.43,502.82
"304",1052070142,586.23,389.93,359.71,317.74,287.99,397.64,352.58,NA,NA,611.31,333.33,340.06,365.38,274.88,1,340.63,617.29,674.68,659.91,336.52,443.025,621.46,647.25,414.94,656.1,353.85,548.03,549.59,2,433.81,447.2,428.44,489.1,484.98,500.92,513.74,490.85,594.11,480.29,559.16,429.31,570.14,460.4,648.32,530.55,601.97,633.71,559.47,617.15,522.09,661.88,549.36,3,569.91,564.62,636.43,NA,647.35,577.74,578.15,496.15,NA,NA,537.39,467.83,551.69,575.04,614.53,620.3,4,643.42,594.28,525.72,639.27,672.1
"305",1052080101,458.53,434.5,481.05,481.7,478.61,516.1,390.08,475.74,453,547.03,479.58,480.13,565.14,392.83,3,438.11,578.18,489.27,516.19,458.56,532.01,465.42,418.45,458.46,473.11,522.2,519.31,549.59,4,631.13,665.2,570.97,621.62,692.04,631.39,534.85,505.72,594.11,511.46,514.52,552.47,592.64,503.49,590.92,548.67,512.43,590.58,459.09,527.49,422.62,515.57,415.24,3,474.33,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,716.14,701.35,4,645.48,608.73,702.33,627.24,606.41
"306",1052080102,586.23,567.66,451.28,636.77,584.42,707.23,593.96,475.74,509.9,468.75,628.91,589.16,565.14,555.37,2,484.71,600.85,674.68,659.91,549.6,492.9,572.01,465.61,523.15,601.61,634.15,NA,549.59,4,652.49,602.45,714.39,375.96,461.12,397.51,397.75,407.06,594.11,451.92,446.41,526.86,570.14,460.4,460.85,513.41,512.43,424.42,535.26,431.6,422.62,497.19,435.97,2,532.6,629.39,458.68,399.37,534.92,421.87,486.54,415.56,445.24,505.2,552.91,458.44,551.69,623.31,569.04,582.95,3,535,409.96,503.3,410.83,522.19
"307",1052080103,586.23,567.66,481.05,636.77,478.61,516.1,408.73,601.18,489.02,693.47,513.49,503.13,682.82,463.26,3,663,590.07,511.58,600.37,512.73,370.385,465.42,591.48,523.15,510.91,383.04,737.03,549.59,4,774.03,712.18,714.39,694.53,692.04,778.45,534.85,666.54,594.11,657.93,684.68,628.6,592.64,636.29,560.57,589.88,512.43,633.71,569.01,668.11,637.22,620.4,668.21,NA,532.6,538.63,480.1,548.93,534.92,482.74,420.07,474.19,503.97,505.2,427.42,552.71,386.8,613.14,716.14,628.09,4,655.49,546.88,567.61,651.81,660.65
"308",1052080104,586.23,567.66,663.73,636.77,544.19,707.23,653.13,658.28,665.4,547.03,710.87,589.16,529.65,555.37,4,NA,578.18,646.33,659.91,670.61,462.16,621.46,647.25,523.15,656.1,634.15,602.34,549.59,4,722.88,665.2,714.39,505.59,527.94,501.94,397.75,666.54,594.11,425.88,477.8,697.85,694.1,636.29,590.92,513.41,601.97,677,535.26,431.6,522.09,497.19,549.36,2,532.6,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.73,619.07,678.73,4,696.8,647.56,702.33,664.52,657.71
"309",1052080105,586.23,621.79,522.64,636.77,584.42,539.17,653.13,601.18,489.02,547.03,555.92,680.87,529.65,489.97,3,551.98,564.56,674.68,659.91,535.48,483.12,621.46,647.25,486.37,656.1,634.15,417.41,549.59,4,680.7,627.43,714.39,694.53,692.04,689.58,534.85,666.54,594.11,425.88,684.68,526.86,388.39,460.4,620.15,465.17,512.43,405.21,569.01,627.57,347.93,497.19,512.44,NA,618.67,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.93,483.13,478.78,2,664.3,616.44,624.7,636.55,649.37
"310",1052080106,586.23,621.79,343.79,636.77,421.03,444.31,352.58,601.18,611.11,503.54,710.87,680.87,682.82,438.57,1,663,659.6,674.68,659.91,458.56,593.68,417.46,647.25,486.37,656.1,634.15,455.17,549.59,4,774.03,712.18,714.39,572.18,494.58,564.02,534.85,666.54,544.56,511.46,514.52,601.66,474.8,503.49,590.92,513.41,512.43,405.21,535.26,668.11,490.34,534.71,549.36,3,532.6,635.16,417.76,439.21,421.36,421.87,595.82,415.56,396.69,579.75,552.91,552.71,551.69,622.48,655.8,642.2,4,640.72,681.35,468.67,652.86,588.4
"311",1052080108,586.23,621.79,663.73,636.77,637.07,650.77,653.13,658.28,665.4,611.31,628.91,633.98,682.82,654.86,4,663,548.15,674.68,659.91,670.61,431.17,621.46,647.25,654.75,601.61,634.15,488.67,549.59,4,781.16,726.51,713.44,656.96,627.76,761.71,507.94,503.14,594.11,617.92,514.52,601.66,456.97,503.49,620.15,548.67,397.71,495.98,459.09,556.51,732.73,534.71,512.44,3,406.83,600.78,437.89,586.74,534.92,421.87,595.82,580.83,420.05,579.75,484.72,619.63,551.69,662.84,672.62,711.56,4,668.09,608.73,702.33,627.24,657.71
"312",1052080109,586.23,621.79,588.3,636.77,584.42,566.63,653.13,601.18,611.11,611.31,622.82,589.16,682.82,654.86,4,663,590.07,617.78,659.91,670.61,406.48,621.46,647.25,580.19,601.61,634.15,417.41,549.59,4,781.16,726.51,713.44,656.96,627.76,714.06,507.94,503.14,544.56,657.93,559.16,628.6,570.14,590.99,590.92,589.88,601.97,409.74,613.68,588.32,522.09,604.65,549.36,3,501.49,635.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,666.52,686.41,4,572.15,464.6,503.3,448.55,552
"313",1052080110,586.23,621.79,588.3,583.84,544.19,566.63,653.13,658.28,611.11,693.47,543.92,589.16,617.38,602.75,4,663,600.85,674.68,659.91,549.6,523.64,621.46,647.25,654.75,510.91,522.2,519.31,549.59,4,729.12,675.09,713.44,463.98,553.06,537.34,507.94,481.28,594.11,578.24,514.52,500.77,592.64,590.99,460.85,513.41,601.97,495.98,661.81,500.03,552.52,577.99,668.21,3,669.69,580.3,480.1,586.74,647.35,592.08,595.82,434.13,472.91,505.2,552.91,483.83,551.69,604.85,642.35,645.24,4,606.85,608.86,567.61,581.53,617.47
"314",1052080111,418.47,367.33,343.79,506.95,584.42,516.1,474.64,658.28,470.36,547.03,440.26,408.58,617.38,392.83,1,663,548.15,371.33,450.09,436.06,NA,572.01,465.61,523.15,656.1,634.15,548.03,549.59,3,598.59,602.64,570.7,723.27,553.06,714.06,507.94,503.14,544.56,617.92,559.16,577.04,592.64,460.4,590.92,614.8,601.97,555.81,613.68,556.51,552.52,590.68,435.97,3,618.67,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.29,600.3,663.65,4,696.8,692.27,702.33,707.54,606.41
"315",1052080112,586.23,567.66,481.05,538.65,392.93,460.49,653.13,553.55,665.4,547.03,487.66,408.58,565.14,519.87,3,604.39,639.54,674.68,659.91,670.61,448.475,621.46,647.25,486.37,656.1,485.79,488.67,371.68,4,781.16,726.51,713.44,556.92,627.76,597.31,507.94,503.14,544.56,511.46,477.8,526.86,511.44,460.4,560.57,589.88,601.97,524.8,613.68,500.03,582.32,732.26,668.21,2,618.67,564.62,603.06,635.19,647.35,482.74,638.41,626.76,472.91,627.39,503.59,483.83,386.8,622.48,655.8,683.31,4,695.56,616.44,624.7,636.55,649.37
"316",1052080113,418.47,621.79,522.64,636.77,544.19,707.23,593.96,658.28,665.4,611.31,569.42,589.16,682.82,602.75,3,663,548.15,674.68,659.91,670.61,406.48,621.46,647.25,654.75,656.1,634.15,NA,549.59,4,781.16,726.51,713.44,735.82,548.26,821.76,635.52,656.69,594.11,657.93,684.68,697.85,694.1,636.29,713.64,645.14,601.97,677,661.81,668.11,698.3,638.86,603.09,NA,669.69,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,716.14,686.41,4,640.72,681.35,468.67,652.86,698.39
"317",1052080114,418.47,621.79,663.73,636.77,637.07,566.63,504.06,601.18,565.71,547.03,569.42,633.98,529.65,519.87,4,484.71,564.56,469.57,468.2,603.79,488.16,621.46,447.86,435.31,473.11,634.15,494.02,549.59,4,781.16,726.51,713.44,466.65,470.83,521.86,425.3,656.69,594.11,544.23,559.16,601.66,654.64,544.52,560.57,548.67,601.97,590.58,661.81,556.51,610.54,604.65,512.44,3,618.67,449.77,549.3,586.74,647.35,482.74,554.58,580.83,642.99,627.39,427.42,458.44,551.69,591.39,641.19,653.57,4,726.68,641.69,525.72,679.07,672.1
"318",1052080114,418.47,621.79,663.73,636.77,637.07,566.63,504.06,601.18,565.71,547.03,569.42,633.98,529.65,519.87,4,484.71,564.56,469.57,468.2,603.79,488.16,621.46,447.86,435.31,473.11,634.15,494.02,549.59,4,781.16,726.51,713.44,466.65,470.83,521.86,425.3,656.69,594.11,544.23,559.16,601.66,654.64,544.52,560.57,548.67,601.97,590.58,661.81,556.51,610.54,604.65,512.44,3,618.67,449.77,549.3,586.74,647.35,482.74,554.58,580.83,642.99,627.39,427.42,458.44,551.69,662.84,641.19,677.56,4,726.68,641.69,525.72,679.07,672.1
"319",1052080115,586.23,621.79,408.57,583.84,544.19,650.77,504.06,475.74,665.4,611.31,495.95,633.98,565.14,648.76,1,514.42,639.54,451.86,375.8,415.15,NA,493.63,544.23,486.37,302.68,522.2,575.52,549.59,3,604.64,575.82,662.47,507.45,548.26,576.36,507.18,656.69,544.56,511.46,514.52,552.47,549.67,590.99,560.57,530.55,512.43,677,569.01,527.49,490.34,525.01,483.25,3,618.67,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,611.4,662.5,4,696.8,692.27,702.33,707.54,657.71
"320",1052080116,586.23,621.79,663.73,583.84,478.61,650.77,653.13,658.28,652.18,547.03,710.87,680.87,682.82,438.57,4,604.39,564.56,674.68,659.91,670.61,579.17,465.42,438.32,523.15,601.61,634.15,495.92,549.59,4,654.26,607.48,718.35,466.65,548.26,556.22,425.3,525.62,594.11,657.93,559.16,697.85,654.64,636.29,713.64,645.14,601.97,677,661.81,668.11,610.54,620.4,668.21,3,669.69,276.36,736.16,687.21,647.35,667.44,638.41,679.01,707.61,667.99,NA,574.73,551.69,656.73,673.74,666,4,546.4,464.6,503.3,428.37,522.19
"321",1052080117,586.23,621.79,663.73,636.77,637.07,601.41,593.96,521.41,665.4,547.03,555.92,680.87,682.82,602.75,4,663,548.15,674.68,659.91,670.61,NA,621.46,647.25,654.75,656.1,634.15,602.34,549.59,4,771.13,704.25,718.35,668.89,548.26,681.07,507.18,656.69,594.11,578.24,446.41,697.85,694.1,636.29,590.92,614.8,512.43,469.42,535.26,556.51,490.34,620.4,458.32,2,474.33,647.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.29,673.74,642.75,4,629.32,608.86,481.47,581.53,667.4
"322",1052080118,586.23,621.79,451.28,443.32,449.28,539.17,653.13,658.28,665.4,547.03,665.83,457.44,682.82,438.57,2,663,548.15,674.68,516.19,419.72,603.51,621.46,647.25,414.94,656.1,634.15,417.41,549.59,4,633.28,628.16,613.23,568,470.83,623.78,507.18,525.62,594.11,617.92,620.76,406.58,654.64,460.4,343.73,530.55,601.97,349.57,613.68,431.6,522.09,534.71,549.36,4,618.67,580.3,525.23,635.19,588.3,376.43,638.41,520.18,374.65,505.2,582.27,458.44,551.69,622.48,614.53,580.57,3,504.65,503.85,565.06,505.69,448.49
"323",1052080119,586.23,621.79,588.3,636.77,544.19,495.86,474.64,658.28,611.11,547.03,513.49,680.87,565.14,519.87,4,663,600.85,674.68,659.91,512.73,309.6,621.46,647.25,458.46,551.24,574.26,628.95,549.59,4,654.26,607.48,718.35,696.29,621.53,683.43,606.34,649.57,493.7,347.12,559.16,324.12,474.8,503.49,382.65,433.65,397.71,326.95,481.84,527.49,347.93,432.87,512.44,3,406.83,535.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,611.4,569.93,3,639.63,576.13,624.7,636.55,601.33
"324",1052080120,586.23,520.31,522.64,636.77,392.93,495.86,371.64,475.74,453,611.31,513.49,457.44,682.82,415.22,3,459.87,590.07,511.58,600.37,512.73,431.2,621.46,647.25,458.46,435.51,574.26,548.03,549.59,4,771.13,704.25,718.35,591.68,621.53,639.94,606.34,649.57,594.11,657.93,684.68,406.58,439.49,590.99,382.65,530.55,601.97,677,661.81,627.57,582.32,577.99,512.44,NA,569.91,580.3,502.23,487.88,647.35,482.74,520.14,547.54,642.99,627.39,484.72,507.67,551.69,569.53,641.19,600,4,517.77,524.25,565.11,560.25,526.55
"325",1052080121,586.23,567.66,663.73,636.77,637.07,650.77,541.37,658.28,611.11,693.47,628.91,680.87,565.14,654.86,4,604.39,548.15,674.68,659.91,549.6,NA,621.46,647.25,654.75,656.1,634.15,602.34,549.59,4,654.26,607.48,718.35,591.68,503.32,604.42,606.34,649.57,544.56,578.24,477.8,382.96,511.44,460.4,423.8,496.96,601.97,524.8,506.91,431.6,664.81,620.4,376.38,2,618.67,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,716.14,673.64,4,598.76,520.34,415.19,555.94,672.1
"326",1052080122,586.23,621.79,663.73,636.77,544.19,707.23,653.13,658.28,665.4,503.54,604.11,589.16,469.38,602.75,4,663,578.18,NA,NA,NA,472.34,NA,NA,NA,NA,NA,NA,NA,4,652.49,627.43,657.93,460.49,503.32,485.33,443.18,578.27,594.11,511.46,559.16,552.47,619.15,503.49,590.92,589.88,601.97,633.71,506.91,527.49,610.54,590.68,483.25,3,501.49,564.62,525.23,586.74,647.35,592.08,638.41,520.18,503.97,505.2,512.47,530.49,523.38,604.85,642.35,666,4,696.8,692.27,702.33,707.54,606.41
"327",1052080123,586.23,621.79,588.3,636.77,584.42,707.23,593.96,521.41,611.11,611.31,665.83,633.98,617.38,654.86,4,663,548.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,774.03,712.18,714.39,555.76,719.74,639.94,655.23,649.57,594.11,657.93,446.41,526.86,530.27,636.29,560.57,548.67,512.43,555.81,535.26,627.57,637.22,620.4,603.09,2,474.33,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.29,673.74,710.61,4,572.15,464.6,503.3,448.55,552
"328",1052080124,586.23,621.79,663.73,481.7,449.28,566.63,653.13,658.28,665.4,547.03,665.83,480.13,682.82,602.75,4,663,548.15,NA,NA,NA,264.72,NA,NA,NA,NA,NA,614.8,NA,4,652.49,602.45,714.39,764.31,503.32,744.61,655.23,649.57,594.11,617.92,684.68,577.04,654.64,590.99,590.92,548.67,512.43,590.58,661.81,627.57,610.54,525.01,603.09,NA,618.67,276.36,437.89,548.93,534.92,526.64,554.58,547.54,503.97,627.39,311.39,596.9,551.69,622.48,733,683.31,4,700.8,608.86,567.61,651.81,667.4
"329",1052080125,586.23,520.31,481.05,481.7,478.61,539.17,504.06,553.55,489.02,503.54,522.94,555.43,565.14,489.97,3,514.42,590.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,652.49,665.2,607.76,562.31,602.05,612.17,513.39,649.11,594.11,578.24,620.76,429.31,549.67,389.48,529.45,530.55,512.43,469.42,661.81,527.49,522.09,555.21,512.44,4,569.91,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,716.14,701.35,4,734.63,692.27,702.33,707.54,657.71
"330",1052080126,586.23,621.79,588.3,636.77,637.07,601.41,593.96,658.28,611.11,468.75,585.09,680.87,617.38,654.86,4,663,564.56,NA,NA,NA,490.47,NA,NA,NA,NA,NA,487.11,NA,4,722.88,665.2,714.39,754.14,692.78,768.25,743.2,649.11,594.11,657.93,419.44,429.31,474.8,364.42,460.85,568.21,512.43,424.42,613.68,556.51,637.22,620.4,458.32,2,474.33,609.34,525.23,516.49,534.92,482.74,554.58,434.13,445.24,430.43,521.04,889.95,551.69,662.84,672.62,692.87,4,738.06,662.44,624.7,715.76,649.37
"331",1052080127,586.23,486.39,428.03,538.65,478.61,539.17,593.96,601.18,489.02,611.31,543.92,480.13,617.38,489.97,2,484.71,493.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,680.7,665.2,657.93,682.12,602.05,697.99,615.28,649.11,493.7,400.91,559.16,526.86,592.64,420.46,496.39,496.96,512.43,495.98,506.91,500.03,552.52,515.57,549.36,3,532.6,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,716.14,662.5,4,603.81,646.77,468.67,604.47,639.34
"332",1052080128,586.23,486.39,663.73,636.77,544.19,601.41,504.06,658.28,611.11,503.54,533.02,680.87,565.14,555.37,4,604.39,548.15,NA,NA,NA,406.95,NA,NA,NA,NA,NA,NA,NA,4,774.03,712.18,714.39,519.74,511.16,562.64,513.39,649.11,493.7,480.29,477.8,324.12,371.19,460.4,343.73,513.41,397.71,387.06,481.84,527.49,422.62,470.11,549.36,2,449.95,579.42,362.62,487.88,534.92,277.07,323.02,350.56,472.91,505.2,452.6,487.68,551.69,604.85,600.3,614.14,4,581.91,594.28,525.72,578.35,563.44
"333",1052080129,517.63,434.5,408.57,460.17,449.28,428.63,653.13,521.41,611.11,547.03,569.42,480.13,565.14,463.26,1,514.42,578.18,NA,NA,NA,406.95,NA,NA,NA,NA,NA,NA,NA,4,633.16,580.5,713.44,584.48,602.05,574.18,513.39,579.73,594.11,617.92,477.8,601.66,654.64,590.99,590.92,513.41,512.43,405.21,481.84,627.57,422.62,566.24,483.25,2,532.6,449.77,549.3,586.74,588.3,526.64,486.54,547.54,420.05,505.2,440.48,619.63,551.69,604.29,673.74,663.65,4,734.63,692.27,702.33,707.54,657.71
"334",1052080130,586.23,621.79,663.73,636.77,691.82,707.23,653.13,496.59,665.4,693.47,710.87,680.87,682.82,654.86,4,551.98,548.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,781.16,726.51,713.44,541.19,692.78,598.77,643.8,649.11,544.56,544.23,514.52,526.86,694.1,503.49,460.85,480.94,601.97,555.81,535.26,588.32,422.62,525.01,539.81,3,569.91,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.48,561.37,575.6,3,514.25,436.41,409.25,410.83,496.96
"335",1052080131,586.23,621.79,481.05,583.84,544.19,516.1,653.13,601.18,534.49,611.31,543.92,527.65,611.18,602.75,3,604.39,578.18,NA,NA,NA,379.28,NA,NA,NA,NA,NA,NA,NA,4,655.94,631.87,657.06,504.77,657.76,591.56,660.93,569.85,594.11,657.93,620.76,628.6,619.15,636.29,620.15,614.8,601.97,677,661.81,668.11,732.73,590.68,603.09,4,569.91,535.72,603.06,687.21,647.35,667.44,638.41,679.01,539.91,627.39,427.42,825.47,551.69,613.14,611.4,662.5,4,700.8,608.86,567.61,651.81,667.4
"336",1052080132,517.63,567.66,481.05,583.84,449.28,477.53,390.08,553.55,419.61,547.03,463.82,480.13,529.65,519.87,3,551.98,630.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,781.16,726.51,713.44,587.89,657.76,641.06,497.67,569.85,594.11,511.46,514.52,452.07,619.15,590.99,423.8,568.21,512.43,387.06,613.68,500.03,490.34,534.71,483.25,3,406.83,591.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.84,641.19,653.57,4,668.09,692.27,702.33,707.54,561.28
"337",1052080133,586.23,621.79,663.73,636.77,691.82,707.23,653.13,658.28,665.4,693.47,604.11,633.98,617.38,602.75,4,663,548.15,NA,NA,NA,347.46,NA,NA,NA,NA,NA,NA,NA,4,685.57,631.87,713.44,677.46,561.9,641.06,716.03,569.85,594.11,617.92,684.68,697.85,694.1,636.29,590.92,645.14,601.97,590.58,661.81,500.03,490.34,604.65,549.36,NA,669.69,609.34,736.16,687.21,643.31,NA,638.41,679.01,NA,667.99,380.09,619.63,551.69,495.92,513.86,514.13,3,639.63,616.44,624.7,636.55,559.28
"338",1052080134,586.23,621.79,428.03,376.78,509.82,566.63,541.37,496.59,402.35,611.31,533.02,555.43,437.47,555.37,2,663,564.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,609.76,555.66,713.44,504.77,603.19,529.68,497.67,569.85,594.11,657.93,559.16,628.6,694.1,636.29,560.57,614.8,601.97,677,506.91,668.11,522.09,620.4,603.09,3,569.91,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.73,642.35,666,4,664.27,681.35,565.11,686.64,639.34
"339",1052080135,586.23,621.79,522.64,538.65,584.42,650.77,593.96,475.74,611.11,547.03,604.11,680.87,529.65,489.97,3,604.39,564.56,NA,NA,NA,507.48,NA,NA,NA,NA,NA,NA,NA,4,729.12,675.09,713.44,732.42,603.19,744.21,716.03,569.85,594.11,511.46,354.42,577.04,492.97,460.4,590.92,589.88,601.97,590.58,535.26,500.03,490.34,577.99,458.32,1,532.6,580.3,480.1,462.3,588.3,376.43,554.58,580.83,420.05,505.2,512.47,729.39,551.69,604.29,722.27,710.61,4,676.54,594.28,525.72,679.07,672.1
